temp,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21
0.9, 1, 3, 1, 1, 1, 2,"

3", 1, 3, 2, 1, 1, 1, 3, 1, 3, 3, 1,"

1", 3, 3
0.9,"

1", 1, 1, 1, 1, 4, 6, 1,"

1", 1, 3, 1,"

3", 1, 1, 1, 1, 1, 1, 1, 1
0.9, 3,"

1", 1, 1, 1, 3,"

6", 3,"

3", 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1
0.9,"

3", 5, 1, 1, 1, 3,"

6", 1, 3,"

1", 1, 1, 1,"

1.", 6,"

3", 6, 1, 6, 1, I am like this person.
0.9, 2, 5, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1
0.9, 2, 4, 1, 1, 1, 3, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1,"

3"
0.9, 2, 6, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2
0.9, 2, 3, 1, 3,"

1", 2, 6, 2, 1," Having a good time is important to them. They like to ""spoil"" themselves.


", 1,"

1", 1, 1, 1, 2, 1, 1, 1, 1, 1
0.9, 2, 4, 1, 1, 3, 3, 5,"

2","

6", 3,"

I would say that this person is a little like me. I do like to make my", 1, 1, 1, 1, 3, 3, 3, 1, 3, 2
0.9, 1, 1, 1, 3, 1, 3,"

6", 1, 3, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1,"

1", 2
0.9, 1, 4, 1, 1, 1, 3, 5, 6, 3,"

1", 1, 1, 1, 1, 1, 1,"

1.", 1, 1, 1, 1
0.9, 1,"

3", 1, 1, 1,"

1", 4, 2,"

3", 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1
0.9, 3, 3, 1,"

2","

1", 3,"

6", 3, 1,"

3", 1, 1, 1, 1, 1, 1, 3, 1, 1, 1,"

1"
0.9, 3, 3, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1,"

1", 1, 1, 3,"

3"
0.9, 3, 1, 1, 1, 2,"

3", 5, 1, 3, 2, 1, 1, 1, 1,"

1", 1,"

3", 1, 1,"

1", 1
0.9, 1, 4, 1,"

1", 1, 1,"

4","

2", 3, 1, 1, 1, 1, 6, 1,"

3", 1, 1, 1, 3, 1
0.9, 1, 4, 1, 3, 3, 3,"

3", 1, 3, 3, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1
0.9, 1, 5, 1, 3, 1, 1, 5,"

2", 1, 1, 1, 1, 1, 1,"

1", 3, 3, 1, 1, 1, 1
0.9, 1,"

1", 1, 1,"

1", 1, 4, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1,"

6"
0.9, 2, 6, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2
0.9, 2, 5, 1, 3, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1,"

3", 1
0.9, 1, 3, 1, 1, 1, 1., 5, 1, 4, 2, 1, 1, 1, 1, 6, 3, 1, 1, 2, 1, 2
0.9, 2,"

1", 1, 1, 1, 3, 4, 1, 4, 3, 1,"

1", 1,"

1", 3, 3, 1, 1, 1, 1, 1
0.9, 1, 3, 1, 3, 6, 2, 5, 1, 1, 6, 1, 1, 2,"

1", 2, 1, 3, 1, 1, 2, 1
0.9, 1, 1, 1,"

1", 1, 2, 3, 1, 1, 2, 1, 1, 6, 1, 1,"

1", 1,"

2", 1,"

I would say that tradition is important to me, but I don't necessarily always follow the", 1
0.9, 1,"

1", 1, 1, 1, 1, 1, 1, 1, 2 Having a good time is important to me. I like to spoil myself., 1,"

2","

1 = Very much like me
2 = Like me
3 = Somewhat like me", 1, 1,"

1", 1, 1, 1, 1, 1
0.9, 2, 5, 2, 1, 1, 3,"

3", 1,"

3", 3, 1, 1, 1,"

1", 3,"


1", 1, 1,"

1", 3, 1
0.9, 2,"

3", 1, 3, 2, 4,"

3", 1, 4, 3, 1, 1, 1, 6, 2, 3,"

1", 1,"

1", 1,"

1"
0.9, 1,"

1", 1, 1,"

1", 3,"

3", 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1,"

1", 3
0.9, 1, 1, 1, 1, 1, 3,"

1", 1, 3, 3, 1, 1, 1, 1, 1, 4, 3,"

1 = Very much like me
2 = Like me
3 = Somewhat like me", 1,"

3","

3"
0.9, 1,"

1", 1,"

3", 1, 3,"

3", 1, 3, 2, 1, 1, 6, 1, 1, 1, 3, 1, 2, 1, 1
0.9, 1,"

1", 1, 3, 1, 2, 6, 1, 1, 3, 1, 1, 1,"

1", 3, 2, 1, 1, 1,"

3", 1
0.9, 2,"

1", 1, 1, 2, 3, 5, 1, 1,"

3", 1, 2, 1, 1, 1, 1, 1, 1, 1, Tradition is important to me. I try to follow the customs handed down by my religion or my family, 1
0.9, 1, 1, 1, 1, 3, 3, 3,"

3", 3, 2, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1
0.9, 1, 1, 1, 1,"

1", 3, 5, 1, 3, 1, 1,"

1", 1, 1, 1, 3, 3, 1, 2, 3,"

3"
0.9, 1, 5, 1, 6, 3,"

3", 4, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1
0.9, 2, 1, 1, 1, 1, 3,"

6", 1, 3, 3, 1, 1, 3, 4,"

3", 3, 3, 1, 2,"

1", 1
0.9, 1, 5, 1, 1, 1, 3,"

1","

1", 1, 3, 1, 1, 2, 1, 1, 1,"

1", 1, 1, 3,"

3"
0.9, 1, 5, 1, 1, 6, 3, 6,"

1", 3, 1,"

1", 1, 1, 1, 1, 2, 3, 1, 1, 3, 1
0.9, 3,"

3", 1, 1, 1, 3, 5,"

3","

3", 3, 1, 2,"

1", 2, 3, 1, 1, 1, 1, 1, 1
0.9, 1, 6, 1, 3, 3, 3, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.9, 1, 4, 1, 1, 1, 4,"

4", 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3
0.9, 2,"

1", 1, 1, 1, 1,"

3", 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 2,"

2", 3
0.9, 1, 4, 1,"

1.", 3,"

2","

3","

2", 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2
0.9, 3, 5, 1, 1, 1, 2,"

3", 1, 3,"

1", 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1
0.9, 1,"

3", 1,"

1", 2, 1, 5, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 3, 2
0.9, 3,"

1", 1, 1, 1, 3, 1, 1, 3, 1, 1, 1,"

1", 1, 1, 1,"

3", 1, 1, 3, 2
0.9, 1, 5, 1, 1, 1, 1,"

6. Not like me at all.", 1, 3, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1,"

3", 1
0.9, 3,"

1", 1, 1, 1, 1,"


5", 1, 1, 3, 1, 1, 1, 1, 1,"

1", 1, 1, 2, 1, 3
0.9, 3, 5, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1
0.9, 1,"

1", 1, 3, 1, 3, 6,"

2", 3, 4, 1, 1, 1,"

1", 1, 1, 1, 1, 1,"

1", 1
0.9, 1, 5, 1, 1, 3, 3, 3, 1, 5, 1,"

1", 2, 1, 1, 1, 1, 1, 1, 1, 3,"

3"
0.9, 1,"

1", 1, 3, 1, 3, 5, 1, 1, 2, 1, 1, 1, 1, 3, 2, 3, 1,"

1", 2,"

1"
0.9, 2, 4, 1, 1, 1, 3, 5, 1, 3, 3, 1,"

2", 3, 3, 1, 5,"

1", 1, 1, 1, 2
0.9, 1, 4, 1, 1,"

1", 3, 4, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1
0.9, 1, 1, 1, 1, 1, 2, 6, 1, 3," 

3", 1, 1, 1,"

1", 1, 3, 1, 1, 1,"

3", 1
0.9, 3,"

3", 1, 1, 1, 1,"

3", 1, 1, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1,"

3"
0.9, 2, 4, 1, 3,"

1", 2," I would respond with a ""2"" because I generally think people should follow rules, but there are", 1, 3, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 6
0.9, 3,"

2", 1,"

3", 1,"

3", 3, 1, 3, 2, 1, 1, 1, 1, 1, 3,"

1", 1, 1, 1, 1
0.9, 3,"

3", 1,"

3", 1, 1,"

6", 3, 1, 2,"

1", 1, 3, 1, 1, 1,"

1", 1, 1, 3, 3.
0.9, 3,"

1", 1, 3,"

1", 3,"

1", 2, 3,"

2", 1, 1, 2, 1, 2, 3, 1, 1,"

1", 1, 2
0.9, 1, 1, 1,"

3", 1, 3,"

1", 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,"

1", 1
0.9, 3, 1, 1, 3, 1, 3, 6,"

2", 1,"

1", 1,"

1", 3, 1, 1, 1, 3, 1, 1, 1,"

2"
0.9, 2,"

3", 1, 3, 1, 2,"

6", 1, 3, 1, 1, 1, 2, 1, 1, 3,"

1.", I am ____ loyal to my friends., 1, 1, 1
0.9, 1, 3, 1, 1,"

This statement is not about me.", 3, 5, 1, 3, 2, 1, 1, 1, 1,"

3","

1","

1", 1,"

1", 2, 1
0.9, 2, 4, 1, 3, 1, 4,"

3", 1, 3, 1, 1, 1,"

1", 1, 1, 3, 2, 1, 1, 1, 1
0.9, 1, 5, 1, 1, 1, 2, 6, 1,"

1", 2, 1, 1, 1, 1, 1, 3, 3, 1,"

2", 3, 3
0.9,"

2","

1", 1, 3, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3
0.9, 1, 1, 1, 1, 3, 2,"

1", 3, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2,"

3", 1
0.9, 3,"

1", 1, 1, 1, 3,"

3", 1, 1, 3, 1, 1, 1, 1, 1, 6, 2, 1,"

1", 3, 1
0.9, 1, 5, 1, 3,"

1", 2,"

3", 1, 1, 2, 1, 1,"

1","

1", 1,"

1. It is important to them always to behave properly. They want to avoid doing anything","

1", 1, 1, 1, 2
0.9, 3,"

3", 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 3
0.9, 1, 5, 1, 1, 1, 1, 3, 1, 5, 2, 1, 1, 1, 3, 1, 5, 1, 1, 1, 1, 1
0.9, 1,"

3", 1, 1, 1, 1, 5, 2, 3, 3, 1, 1, 1, 1, 1, 2, 3, 1, I strongly believe that people should care for nature. Looking after the environment is important to me. 1, 3, 1
0.9, 3,"

5", 1, 3, 1, 3,"

3", 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.9, 1,"

1", 1, 3, 3, 3, 3, 1, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.9, 1,"

3", 1, 1, 3, 3,"

3", 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3,"

3"
0.9, 1, 4, 1, 1,"

1", 3, 5, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2
0.9, 3, 1, 1, 3,"

1", 1, 6, 1, 3, 1, 1,"

1", 1, 1," I would say that I am a 3. I look for adventures and like to take risks, but", 3, 1,"

1", 1, 3,"

2"
0.9, 1,"

1", 1,"

3","

3", 3, 6, 1, 1, 1, 1, 3, 3, 1, 1,"

3", 1, 1, 1, 1, 3
0.9, 1, 6, 1, 1,"

1", 1, 3, 1, 2, 1, 1, 1, 6, 1, 3, 3, 1, 1, 1, 3,"

1"
0.9, 3, 4, 1, 1, 1, 3, 6, 2, 3, 3, 1, 1, 1,"

1", 1," 

1", 2,"

1", 1, 1, 1
0.9, 3,"

3", 1, 1, 1, 3,"

1", 1, 1, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1
0.9, 3,"

3", 1, 1,"

1", 3,"

1", 1, 1, 3, 1, I would say that I am a 3 on this statement. I do care about the well-being, 3, 1, 1, 3, 1, 2, 2, 3, 1
