temp,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21
0.6, 2,"

1", 1, 1,"

3", 3, 5, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1
0.6, 1,"

1", 1, 1, 1, 2, 3, 1, 3, 2, 1, 1, 1, 1,"

3", 3, 1, 1, 1, 1, 1
0.6, 1, 5, 1, 1, 1, 1,"

3", 1, 3,"

3", 1, 2, 1, 1,"

3","

1", 1, 1, 1, 3, 1
0.6, 1,"

1", 1, 3,"

1", 3,"

6", 1, 3, 2, 1, 1, 1, 2, 1, 1,"

1", 1, 1, 3, 1
0.6, 1,"

3", 1, 1, 1, 3,"

1", 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3,"

2"
0.6, 3,"

3", 1, 3, 1, 3, 3, 1, 5, 1, 1, 1, 3, 1,"

1", 1, 1, 1, 1, 1, 1
0.6, 3,"

1", 1, 1, 1, 3,"

3", 1, 5, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1
0.6, 2,"

1", 1, 3, 1, 3, 6, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2
0.6, 2, 1, 1, 1,"

1", 3,"

1", 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,"

3"
0.6, 1,"

1", 1, 1, 1, 2, 5, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 3, 1
0.6, 1, 1, 1, 1, 1, 3, 6, 1, 3, 3, 1, 1, 1, 1, 2, 3,"

1", 1, 1, 3, 1
0.6, 1,"

3", 1, 3, 1, 1,"

3", 1, 3, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1
0.6, 2, 5, 1, 1, 1, 3, 5, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.6, 1, 1, 1, 1, 1, 3, 5, 1, 4, 2, 1, 1,"

1", 1, 1, 1, 1, 1, 1, 1, 1
0.6, 1,"

1", 1, 1, 1, 2,"

1", 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1
0.6, 1,"

1", 1, 3, 1, 3, 3, 2, 1,"

3", 1, 1, 1, 1, 1, 1, 1, 1,"

1", 1, 1
0.6, 1, 4, 1, 1,"

1", 1, 5, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3
0.6, 3, 1, 1, 3, 1,"

3", 6,"

2", 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1,"

1", 1
0.6, 3,"

1", 1, 1, 1, 2,"

1", 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1
0.6, 1,"

1", 1, 3, 3, 1,"

3", 1, 3,"

3", 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1
0.6, 1, 4, 1, 1,"

1", 3, 5, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3
0.6, 1,"

1", 1, 3, 1,"

3", 3, 1, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1,"

3","

3"
0.6, 1, 1, 2, 1, 1, 1, 5, 1, 3, 2, 1, 1,"

1", 1,"

3", 1, 1, 1, 1, 3, 1
0.6, 1,"

1", 1, 1, 1, 3,"

1", 2, 2, 3, 1, 1, 6, 1, 1, 3, 1, 1, 1, 1, 1
0.6, 3, 2, 1, 3, 1, 3, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1," I strongly believe that people should care for nature. Looking after the environment is important to me.
","

3", 1
0.6, 1, 1, 1, 1, 1, 1,"

1", 1, 3,"

1", 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1
0.6, 1,"

1", 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 3, 1, 1, 1, 3,"

1"
0.6, 1, 4, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4
0.6, 1, 1, 1, 3, 1, 3,"

3", 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1
0.6, 3, 1, 1, 1, 1, 2,"

3", 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4
0.6, 1, 1, 1, 3, 2, 3, 5, 1, 3, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1
0.6,"

2", 5, 1, 1, 1, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1
0.6, 1, 1, 1, 1, 1, 1, 3,"

1", 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1
0.6, 2, 6, 1, 1, 1, 2,"

3", 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1,"

3"
0.6, 3, 5, 1, 1, 1, 3, 6,"

3", 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1
0.6, 1,"

1", 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1,"

1", 1, 1, 1, 1, 3
0.6, 1,"

4", 1, 2, 1, 3, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.6, 2,"

1", 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 3, 1, 1, 5, 1, 1, 1, 1, 1
0.6, 1, 4, 1, 1, 1, 2,"

3", 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3
0.6, 1,"

1", 1, 3, 1, 3, 3, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1
0.6, 1, 1, 1, 1, 1, 3, 1,"

1", 3, 2, 1,"

1", 1, 1, 1, 1, 1, 1, 1, 3, 1
0.6, 1,"

3", 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,"

3", 1
0.6, 1,"

1", 1, 1, 2, 2, 6, 1, 3, 2, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1
0.6, 1, 5, 1, 1, 1, 1, 4,"

2", 3,"

1", 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3
0.6, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1,"

3", 3
0.6, 1, 3, 1, 3, 1, 3,"

6", 1, 1,"

2", 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1
0.6, 1, 5, 1, 1, 1, 3, 3, 1, 2, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1,"

3", 1
0.6, 1,"

3", 1, 1, 1, 3, 5, 1, 2, 2, 1, 1, 1, 1, 3,"

1", 1,"

1", 2, 3, 1
0.6, 3,"

1", 1, 1, 1, 2,"

3", 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.6, 1, 1, 1, 3, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1
0.6, 1,"

1", 1, 1, 4, 3,"

3", 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1,"

1", 1
0.6, 1,"

1", 1, 3, 2, 3, 4, 1, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.6, 3,"

5", 1, 3, 1, 2, 3, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1,"

3", 2
0.6, 1,"

1", 1, 1, 1, 2, 5, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1
0.6, 1,"

5", 1, 1, 3, 3,"

3", 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.6, 1,"

3", 1, 2,"

1","

3", 5, 1, 1, 1, 1, 1, 1, 1, 1,"

1", 1, 2, 1, 1, 1
0.6, 1, 1, 1, 1, 6, 2,"

1", 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.6, 1,"

1", 1, 1, 1, 3,"

3", 1, 3, 3, 1, 1, 1,"

1", 1, 3, 1, 1,"

1", 1, 1
0.6, 3, 1, 1, 3, 1, 3,"

1", 1, 1, 3, 1, 1, 1, 1, 1,"

3","

1", 1, 1,"

1", 3
0.6, 1,"

1", 1, 3, 1, 3,"

3", 1, 3,"

2", 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1
0.6, 1,"

1", 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1,"

1", 1, 1
0.6, 1,"

1", 1, 3, 1, 2, 5, 1, 3, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3,"

3"
